SHMEM_BOUNCE_SIZE: 0
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 142644860.55
2                 756909043.53
4                 837145394.84
8                 959280395.99
16                861395120.89
32                160776638.02
64                159597426.43
128               119951526.30
256               112235753.46
512               109453770.97
1024              101539013.78
2048               95320676.42
4096               87883906.31
8192               70421272.60
16384              46268392.23
32768              26015978.69
65536              13196505.53
131072              6706193.85
262144              3299991.27
524288              1657328.39
1048576              836428.72
2097152              425307.11
4194304              178913.86
SHMEM_BOUNCE_SIZE: 512
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 141738161.79
2                 708387582.11
4                 914058002.52
8                 880012800.12
16                926198939.94
32                562025073.41
64                785895018.10
128               648555289.98
256               726035091.33
512               674693690.95
1024              103556684.12
2048               93092385.41
4096               87717333.92
8192               76672274.43
16384              46362062.16
32768              26269646.80
65536              13193275.18
131072              5931629.71
262144              3249767.17
524288              1688879.55
1048576              837930.72
2097152              424853.28
4194304              183874.42
SHMEM_BOUNCE_SIZE: 1024
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 146663552.50
2                 759951932.92
4                 795340138.93
8                 892080783.94
16                994187016.39
32                565599388.07
64                789572855.12
128               658798795.99
256               716324932.86
512               664783820.53
1024              507777103.86
2048               93363820.67
4096               84999673.68
8192               74860736.20
16384              46342341.25
32768              26393412.70
65536              13421056.31
131072              6659147.23
262144              3307410.05
524288              1672168.36
1048576              843162.04
2097152              414107.11
4194304              186196.05
SHMEM_BOUNCE_SIZE: 2048
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 146638664.12
2                 779031767.91
4                 991641478.16
8                 845219097.91
16                908225718.38
32                558641829.53
64                787459086.18
128               660417890.62
256               715183070.08
512               658726232.35
1024              491550720.01
2048              303754798.24
4096               84698779.13
8192               75682524.56
16384              46281738.02
32768              26122237.10
65536              13370652.91
131072              6544683.09
262144              3311840.77
524288              1660235.50
1048576              820987.44
2097152              424445.55
4194304              184585.61
SHMEM_BOUNCE_SIZE: 4096
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 146357013.29
2                 772746633.26
4                 844466885.47
8                 865783802.77
16                812494598.84
32                554124274.62
64                768599573.93
128               649587254.76
256               697346935.28
512               655057351.39
1024              487469630.43
2048              305586747.40
4096              157825442.75
8192               66981434.44
16384              45402468.53
32768              26482155.86
65536              13297182.16
131072              6659391.83
262144              3297408.88
524288              1670074.80
1048576              844894.11
2097152              411400.73
4194304              182206.86
SHMEM_BOUNCE_SIZE: 8192
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 145448746.14
2                 763924841.64
4                 871240038.21
8                 825110176.18
16               1001809810.28
32                557334368.58
64                781985659.20
128               653592844.55
256               702722103.20
512               638737525.85
1024              475303050.45
2048              296676957.71
4096              165404293.46
8192               63458075.96
16384              45919609.75
32768              26564159.94
65536              13180000.25
131072              6545574.92
262144              3230818.95
524288              1670513.62
1048576              847742.09
2097152              416248.72
4194304              183332.02
SHMEM_BOUNCE_SIZE: 16384
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 149374521.00
2                 802248027.17
4                 805688434.90
8                 896655023.85
16                967837684.40
32                560478662.02
64                776998911.30
128               654967409.13
256               704399712.89
512               640962443.49
1024              473774067.16
2048              297189216.61
4096              159982007.88
8192               58940529.69
16384              32257815.11
32768              25690305.12
65536              13162949.33
131072              6768685.29
262144              3140840.63
524288              1622349.93
1048576              836873.35
2097152              422799.52
4194304              182071.86
