SHMEM_BOUNCE_SIZE: 0
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 193433844.62
2                 985143965.51
4                1063472987.82
8                1056229312.67
16               1086655039.01
32                106247200.85
64                105305630.25
128                78901626.06
256                73420920.04
512                71650319.90
1024               69046289.74
2048               64255678.31
4096               60465494.09
8192               55409748.37
16384              44616735.27
32768              24054004.83
65536              11944314.37
131072              5949088.39
262144              2972719.97
524288              1485951.66
1048576              739683.80
2097152              371132.22
4194304              185488.98
SHMEM_BOUNCE_SIZE: 512
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 191855177.00
2                1057548470.96
4                1075975711.19
8                1060825843.53
16               1064852237.03
32                518052227.24
64                579874706.84
128               572860550.49
256               565488439.82
512               539491197.32
1024               68817959.90
2048               64528859.97
4096               60592581.39
8192               55633675.28
16384              44577011.61
32768              24058867.85
65536              11928417.81
131072              5951659.95
262144              2974023.87
524288              1486774.38
1048576              741821.23
2097152              369660.93
4194304              185599.33
SHMEM_BOUNCE_SIZE: 1024
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 191702768.28
2                 812325629.79
4                 917486205.19
8                 926984668.21
16                926352596.70
32                514076978.07
64                557532834.28
128               563932969.38
256               542458519.97
512               526984891.31
1024              488376706.92
2048               63678980.12
4096               60435839.78
8192               55113210.24
16384              44351357.70
32768              24013132.78
65536              11940948.65
131072              5954121.84
262144              2973504.90
524288              1486264.89
1048576              739948.65
2097152              366470.74
4194304              185540.61
SHMEM_BOUNCE_SIZE: 2048
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 180063034.98
2                 923383815.21
4                 940850754.25
8                 932102254.59
16                906766269.57
32                507269091.31
64                582711033.44
128               577272143.70
256               542566796.84
512               531202650.12
1024              477428538.10
2048              337264382.17
4096               59470179.90
8192               55137377.96
16384              44101189.66
32768              24096241.81
65536              11951410.66
131072              5947727.37
262144              2971836.64
524288              1485889.04
1048576              742852.27
2097152              366819.74
4194304              185527.20
SHMEM_BOUNCE_SIZE: 4096
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 199543918.35
2                 965020591.36
4                 952784583.41
8                 946888911.91
16                966279380.57
32                504078280.85
64                560902887.17
128               573335013.58
256               535643487.71
512               520927241.34
1024              480382486.11
2048              334883614.87
4096              185103319.73
8192               51731954.88
16384              41771397.25
32768              23767188.63
65536              11939614.71
131072              5953991.73
262144              2973000.52
524288              1486287.58
1048576              739576.80
2097152              367251.86
4194304              185492.62
SHMEM_BOUNCE_SIZE: 8192
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 177115173.26
2                 701902812.00
4                 674998418.97
8                 716388484.40
16                712776799.01
32                502649494.37
64                555869340.15
128               575001032.69
256               533427690.79
512               523998982.91
1024              481013080.23
2048              337159005.57
4096              185095387.61
8192               89996917.24
16384              39326175.54
32768              23804094.13
65536              11936872.24
131072              5956410.36
262144              2972082.33
524288              1485891.12
1048576              739292.94
2097152              369513.41
4194304              185457.78
SHMEM_BOUNCE_SIZE: 16384
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 194416680.97
2                 778531029.82
4                 837595836.02
8                 801190355.27
16                834103043.27
32                501939438.73
64                570958244.31
128               577228049.34
256               539307386.25
512               520854866.73
1024              477576861.08
2048              333709049.31
4096              183378438.01
8192               88701643.32
16384              48233096.94
32768              23550799.62
65536              11942405.44
131072              5949704.70
262144              2972406.26
524288              1486734.32
1048576              734581.54
2097152              370864.09
4194304              185510.49
