SHMEM_BOUNCE_SIZE: 0
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 222050261.32
2                 964290769.62
4                 972556287.98
8                 969000496.65
16                964089650.43
32                 85450249.46
64                 84627298.49
128                62545244.12
256                58592483.19
512                57156280.88
1024               55111020.84
2048               51448146.57
4096               48813685.60
8192               45378205.62
16384              39906240.87
32768              23473928.97
65536              11894337.45
131072              5957671.84
262144              2972513.20
524288              1486789.71
1048576              743347.03
2097152              371405.17
4194304              185624.28
SHMEM_BOUNCE_SIZE: 512
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 215989124.23
2                 894247183.53
4                 937858385.78
8                 876131437.77
16                938830709.03
32                428562096.83
64                470310990.70
128               507704001.69
256               478318362.04
512               463747960.97
1024               54831554.64
2048               51573419.33
4096               48780943.31
8192               45543822.13
16384              39532582.09
32768              23462472.72
65536              11882147.63
131072              5959628.79
262144              2971534.90
524288              1486741.99
1048576              742828.07
2097152              371206.52
4194304              185498.79
SHMEM_BOUNCE_SIZE: 1024
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 229409083.77
2                 956399807.20
4                 956485881.05
8                 957995743.75
16                957050925.11
32                412064339.62
64                461182374.18
128               498350058.57
256               463812109.97
512               455597908.32
1024              414763554.94
2048               51000764.35
4096               48742776.24
8192               45613099.00
16384              39732977.78
32768              23475033.63
65536              11907477.69
131072              5958815.34
262144              2971300.57
524288              1486088.11
1048576              742635.04
2097152              371092.38
4194304              185504.62
SHMEM_BOUNCE_SIZE: 2048
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 201825644.44
2                 846022076.66
4                 883503512.42
8                 894462867.17
16                904262774.90
32                414908656.77
64                458674383.50
128               502383946.97
256               457157540.74
512               452981570.04
1024              406215296.06
2048              310708151.92
4096               48140751.37
8192               45304679.85
16384              39321855.33
32768              23433170.51
65536              11897984.06
131072              5961631.14
262144              2969069.02
524288              1485874.24
1048576              742597.58
2097152              371060.28
4194304              185421.28
SHMEM_BOUNCE_SIZE: 4096
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 220188327.81
2                 941078833.40
4                 952991478.84
8                 956252790.19
16                954507204.68
32                416605030.17
64                453208591.28
128               508687811.52
256               454888617.68
512               449209592.48
1024              406308960.30
2048              311919152.11
4096              180606837.99
8192               42710532.06
16384              36741183.26
32768              23403866.80
65536              11884058.48
131072              5955851.33
262144              2974594.64
524288              1487750.38
1048576              743630.16
2097152              371576.23
4194304              185701.07
SHMEM_BOUNCE_SIZE: 8192
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 209818949.48
2                 802983068.77
4                 841015272.64
8                 821418920.05
16                813993805.13
32                412354984.68
64                448780600.42
128               505480555.19
256               459333298.77
512               442684616.44
1024              405440271.61
2048              311092477.33
4096              179554828.08
8192               85699284.83
16384              34427008.49
32768              23400197.30
65536              11905376.70
131072              5959250.18
262144              2971145.59
524288              1486434.18
1048576              742936.47
2097152              371187.77
4194304              185539.61
SHMEM_BOUNCE_SIZE: 16384
# OSU OpenSHMEM Put Message Rate Test
# Size              Messages/s
1                 224408238.19
2                 898678025.07
4                 903674984.28
8                 902240113.48
16                900772238.23
32                409719476.93
64                441726815.43
128               503358539.42
256               456888286.56
512               450300527.00
1024              409144941.86
2048              306693985.23
4096              179968920.96
8192               86219445.00
16384              46929105.38
32768              23231837.47
65536              11877959.04
131072              5963779.68
262144              2971477.56
524288              1486622.98
1048576              742971.32
2097152              371247.88
4194304              185544.69
